"","plot","div","cresc.altura","cresc.nfol","cresc.biomassa"
"56","59","8",0.0601620800445087,12.4955515098723,12.4955515098723
"57","60","1",0.732662278414247,0.849793977419495,0.849793977419495
"58","61","2",0.042293924880676,5.4625905987395,5.4625905987395
"59","62","1",-0.134328358208955,-0.649801587301587,-0.649801587301587
"60","64","2",0.333442209591221,0.874010822922503,0.874010822922503
"61","65","1",0.17095936771125,13.8604681266446,13.8604681266446
"62","66","1",0.0775702137554806,1.43424312565687,1.43424312565687
"63","67","4",0.584183525920869,0.0176881917058834,0.0176881917058834
"64","68","4",0.420880446952346,1.65875498057926,1.65875498057926
"65","69","1",0.156562970658035,1.08491200803874,1.08491200803874
"66","71","16",0.0795338548342895,2.53323492041207,2.53323492041207
"67","72","2",0.253086328194964,1.31076776404545,1.31076776404545
"68","73","2",0.325259710967018,51.8298373773277,51.8298373773277
"69","74","2",2.52631578947368,1.14285714285714,1.14285714285714
"70","75","4",0.21397144083115,2.25995799848823,2.25995799848823
"71","76","4",0.161008782110781,4.7559857857962,4.7559857857962
"72","77","1",1.12250081703302,0.954739184934018,0.954739184934018
"73","78","2",0.328213953407078,7.40256690890041,7.40256690890041
"74","79","8",0.472866207648955,2.13632455041998,2.13632455041998
"75","80","4",0.182503743843586,2.41014054886723,2.41014054886723
"76","81","4",0.0337396951607277,1.73272294306916,1.73272294306916
"77","82","1",0.0839216894421285,-0.0820631207222907,-0.0820631207222907
"78","83","1",-0.038930019322213,1.08585882136431,1.08585882136431
"79","85","8",-0.11889344647889,0.98422782288876,0.984227822888761
"80","86","4",0.767790888171193,0.607654811787277,0.607654811787277
"81","87","2",0.525475002204201,1.61598576004525,1.61598576004525
"82","88","2",0.292035425379987,3.21040806523268,3.21040806523268
"83","89","2",0.11443301594632,2.00011501489775,2.00011501489775
"84","90","1",0.975104843528944,1.61780950530951,1.61780950530951
"85","91","2",-0.127819543574125,0.668415387710598,0.668415387710598
"86","92","2",0.0689331592142831,0.106238817362749,0.106238817362749
"87","93","1",-0.02282108419234,1.83156565656566,1.83156565656566
"88","94","4",0.0186631379185513,1.0771702422915,1.0771702422915
"89","95","16",0.249997996307213,1.08310927382762,1.08310927382762
"90","96","2",0.262474267897345,3.94193696401137,3.94193696401137
"91","97","4",-0.00257244224519589,0.684668319384919,0.684668319384919
"92","98","1",0.265779116892723,0.593117219614109,0.593117219614109
"93","99","1",0.200053020287547,2.18639014975105,2.18639014975105
"94","100","1",0.857805587657508,8.32994765572774,8.32994765572773
"95","101","1",0.64577824797879,3.70284193686971,3.70284193686971
"96","102","1",0.838048579799691,5.00232350392904,5.00232350392904
"97","103","1",0.729685361730937,4.95930706221113,4.95930706221113
"98","104","1",1.81278577779738,1.09756286936899,1.09756286936899
"99","105","1",0.103462871374211,0.282709850988967,0.282709850988967
"100","106","1",-0.244995678876998,0.567738095238095,0.567738095238095
"101","107","2",0.275651051044058,-0.00867117221181418,-0.00867117221181419
"102","108","16",0.123306215502883,0.77297615919691,0.77297615919691
"103","109","2",2.36548083387164,5.31542207792208,5.31542207792208
"104","110","2",0.0557513323250926,0.96150312169315,0.96150312169315
"105","111","2",0.2543022962969,1.67019703854248,1.67019703854248
"106","112","16",0.341514162224736,1.52203480816159,1.52203480816159
"107","113","2",0.446907877868028,0.242800762199609,0.242800762199609
"108","114","2",0.157939006769606,1.14340718340083,1.14340718340083
"109","115","16",0.0613128740883616,-0.0790746749899179,-0.0790746749899179
"110","116","1",0.0843396226415094,4.26805555555556,4.26805555555556
"111","117","4",-0.0941399689523742,0.0941918349309911,0.0941918349309911
"112","119","2",-0.0561853356755953,0.0888284690639843,0.0888284690639843
"113","120","2",0.471925739163616,0.81059778287812,0.81059778287812
"114","121","4",0.29037637321652,1.17372444151447,1.17372444151447
"115","122","2",0.416247677624253,6.89305479576972,6.89305479576972
"116","123","1",0.248854270773403,0.951363109639796,0.951363109639796
"117","124","2",0.4662882608185,0.346906790370547,0.346906790370547
"118","125","8",0.212618139093934,2.96913703140553,2.96913703140553
"119","126","1",-0.0498951278825499,0.133320744036382,0.133320744036382
"120","127","4",0.308891458951435,1.01069687244816,1.01069687244816
"121","128","1",0.713299780501668,0.391393038375304,0.391393038375304
"122","129","1",-0.0871611047426417,0.915008402250623,0.915008402250623
"123","130","16",0.213092240182427,0.211159049798207,0.211159049798207
"124","131","2",0.836953767563753,8.20044576564189,8.20044576564189
"125","132","4",1.16659878642272,0.568869473538318,0.568869473538318
"126","133","2",3.99828394881526,4.34404139977669,4.34404139977669
"127","134","1",0.288547568118226,0.825697208192564,0.825697208192564
"128","135","4",0.274991879928973,1.06599731309446,1.06599731309446
"129","136","8",0.592019887041584,0.450018900595722,0.450018900595722
"130","137","4",-0.132957065804351,-0.00478936605438171,-0.00478936605438173
"131","138","4",0.0882613667036079,0.526788997482715,0.526788997482715
"132","139","2",-0.08581413187641,0.116396429476764,0.116396429476764
"133","140","1",1.20451943178976,6.86318767272448,6.86318767272448
"134","141","2",0.172505281398422,0.161345227538192,0.161345227538192
"135","142","2",0.752976525406612,1.5201598032623,1.5201598032623
"136","143","2",-0.0123889043385686,0.250909874887757,0.250909874887757
"137","144","1",0.23343223006676,11.3689118487692,11.3689118487692
"138","145","2",-0.0244267041452685,1.08839285714286,1.08839285714286
"139","146","4",-0.100357038170461,0.45499891974558,0.45499891974558
"140","147","1",0.362867314903352,-0.2243905928675,-0.2243905928675
"141","149","16",0.0281318302807198,0.341933379412371,0.341933379412371
"142","150","2",0.198157974895213,0.682572904157566,0.682572904157566
"143","151","8",0.101914265855245,0.809161648490751,0.809161648490751
"144","152","1",-0.0689875572625971,-0.201786306352083,-0.201786306352083
"145","153","16",0.362009813952348,0.35263798744754,0.35263798744754
"146","154","1",0.140292243947243,-0.0657802554057527,-0.0657802554057528
"147","155","2",0.00853878068675259,0.206750210226081,0.206750210226081
